gesl,D,variable,N,val,value
Männer,5. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,743.375610351563
Männer,6. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,822.613220214844
Männer,6. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,822.613220214844
Männer,6. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,822.613220214844
Männer,6. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,822.613220214844
Männer,6. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,822.613220214844
Männer,7. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,893.003723144531
Männer,7. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,893.003723144531
Männer,7. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,893.003723144531
Männer,7. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,893.003723144531
Männer,7. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,893.003723144531
Männer,8. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,960.755249023438
Männer,8. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,960.755249023438
Männer,8. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,960.755249023438
Männer,8. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,960.755249023438
Männer,8. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,960.755249023438
Männer,9. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1023.35888671875
Männer,9. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1023.35888671875
Männer,9. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1023.35888671875
Männer,9. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1023.35888671875
Männer,9. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1023.35888671875
Männer,10. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1082.77819824219
Männer,10. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1082.77819824219
Männer,10. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1082.77819824219
Männer,10. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1082.77819824219
Männer,10. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1082.77819824219
Männer,11. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1141.19116210938
Männer,11. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1141.19116210938
Männer,11. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1141.19116210938
Männer,11. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1141.19116210938
Männer,11. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1141.19116210938
Männer,12. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1198.50317382813
Männer,12. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1198.50317382813
Männer,12. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1198.50317382813
Männer,12. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1198.50317382813
Männer,12. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1198.50317382813
Männer,13. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1252.55187988281
Männer,13. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1252.55187988281
Männer,13. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1252.55187988281
Männer,13. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1252.55187988281
Männer,13. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1252.55187988281
Männer,14. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1306.90856933594
Männer,14. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1306.90856933594
Männer,14. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1306.90856933594
Männer,14. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1306.90856933594
Männer,14. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1306.90856933594
Männer,15. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1357.21472167969
Männer,15. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1357.21472167969
Männer,15. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1357.21472167969
Männer,15. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1357.21472167969
Männer,15. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1357.21472167969
Männer,16. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1407.55529785156
Männer,16. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1407.55529785156
Männer,16. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1407.55529785156
Männer,16. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1407.55529785156
Männer,16. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1407.55529785156
Männer,17. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1456.05688476563
Männer,17. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1456.05688476563
Männer,17. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1456.05688476563
Männer,17. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1456.05688476563
Männer,17. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1456.05688476563
Männer,18. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1504.41870117188
Männer,18. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1504.41870117188
Männer,18. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1504.41870117188
Männer,18. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1504.41870117188
Männer,18. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1504.41870117188
Männer,19. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1549.41394042969
Männer,19. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1549.41394042969
Männer,19. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1549.41394042969
Männer,19. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1549.41394042969
Männer,19. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1549.41394042969
Männer,20. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1589.82653808594
Männer,20. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1589.82653808594
Männer,20. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1589.82653808594
Männer,20. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1589.82653808594
Männer,20. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1589.82653808594
Männer,21. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1628.36950683594
Männer,21. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1628.36950683594
Männer,21. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1628.36950683594
Männer,21. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1628.36950683594
Männer,21. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1628.36950683594
Männer,22. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1662.82751464844
Männer,22. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1662.82751464844
Männer,22. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1662.82751464844
Männer,22. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1662.82751464844
Männer,22. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1662.82751464844
Männer,23. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1697.29138183594
Männer,23. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1697.29138183594
Männer,23. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1697.29138183594
Männer,23. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1697.29138183594
Männer,23. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1697.29138183594
Männer,24. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1728.28820800781
Männer,24. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1728.28820800781
Männer,24. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1728.28820800781
Männer,24. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1728.28820800781
Männer,24. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1728.28820800781
Männer,25. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1757.64672851563
Männer,25. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1757.64672851563
Männer,25. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1757.64672851563
Männer,25. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1757.64672851563
Männer,25. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1757.64672851563
Männer,26. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1785.1474609375
Männer,26. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1785.1474609375
Männer,26. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1785.1474609375
Männer,26. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1785.1474609375
Männer,26. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1785.1474609375
Männer,27. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1812.212890625
Männer,27. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1812.212890625
Männer,27. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1812.212890625
Männer,27. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1812.212890625
Männer,27. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1812.212890625
Männer,28. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1838.638671875
Männer,28. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1838.638671875
Männer,28. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1838.638671875
Männer,28. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1838.638671875
Männer,28. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1838.638671875
Männer,29. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1862.92077636719
Männer,29. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1862.92077636719
Männer,29. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1862.92077636719
Männer,29. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1862.92077636719
Männer,29. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1862.92077636719
Männer,30. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1886.86633300781
Männer,30. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1886.86633300781
Männer,30. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1886.86633300781
Männer,30. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1886.86633300781
Männer,30. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1886.86633300781
Männer,31. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1910.06372070313
Männer,31. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1910.06372070313
Männer,31. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1910.06372070313
Männer,31. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1910.06372070313
Männer,31. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1910.06372070313
Männer,32. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1931.23205566406
Männer,32. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1931.23205566406
Männer,32. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1931.23205566406
Männer,32. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1931.23205566406
Männer,32. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1931.23205566406
Männer,33. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,1952.71618652344
Männer,33. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,1952.71618652344
Männer,33. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,1952.71618652344
Männer,33. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,1952.71618652344
Männer,33. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,1952.71618652344
Männer,34. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1973.43432617188
Männer,34. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1973.43432617188
Männer,34. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1973.43432617188
Männer,34. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1973.43432617188
Männer,34. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1973.43432617188
Männer,35. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,1993.13513183594
Männer,35. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,1993.13513183594
Männer,35. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,1993.13513183594
Männer,35. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,1993.13513183594
Männer,35. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,1993.13513183594
Männer,36. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2012.53186035156
Männer,36. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2012.53186035156
Männer,36. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2012.53186035156
Männer,36. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2012.53186035156
Männer,36. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2012.53186035156
Männer,37. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2031.98168945312
Männer,37. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2031.98168945312
Männer,37. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2031.98168945312
Männer,37. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2031.98168945312
Männer,37. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2031.98168945312
Männer,38. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2051.24755859375
Männer,38. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2051.24755859375
Männer,38. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2051.24755859375
Männer,38. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2051.24755859375
Männer,38. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2051.24755859375
Männer,39. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2070.13403320313
Männer,39. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2070.13403320313
Männer,39. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2070.13403320313
Männer,39. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2070.13403320313
Männer,39. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2070.13403320313
Männer,40. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2088.1376953125
Männer,40. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2088.1376953125
Männer,40. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2088.1376953125
Männer,40. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2088.1376953125
Männer,40. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2088.1376953125
Männer,41. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2106.78857421875
Männer,41. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2106.78857421875
Männer,41. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2106.78857421875
Männer,41. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2106.78857421875
Männer,41. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2106.78857421875
Männer,42. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2125.46459960938
Männer,42. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2125.46459960938
Männer,42. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2125.46459960938
Männer,42. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2125.46459960938
Männer,42. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2125.46459960938
Männer,43. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2143.16870117188
Männer,43. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2143.16870117188
Männer,43. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2143.16870117188
Männer,43. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2143.16870117188
Männer,43. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2143.16870117188
Männer,44. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2161.55151367188
Männer,44. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2161.55151367188
Männer,44. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2161.55151367188
Männer,44. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2161.55151367188
Männer,44. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2161.55151367188
Männer,45. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2178.52172851563
Männer,45. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2178.52172851563
Männer,45. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2178.52172851563
Männer,45. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2178.52172851563
Männer,45. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2178.52172851563
Männer,46. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2196.71215820313
Männer,46. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2196.71215820313
Männer,46. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2196.71215820313
Männer,46. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2196.71215820313
Männer,46. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2196.71215820313
Männer,47. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2214.49853515625
Männer,47. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2214.49853515625
Männer,47. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2214.49853515625
Männer,47. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2214.49853515625
Männer,47. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2214.49853515625
Männer,48. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2232.3173828125
Männer,48. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2232.3173828125
Männer,48. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2232.3173828125
Männer,48. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2232.3173828125
Männer,48. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2232.3173828125
Männer,49. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2250.77856445313
Männer,49. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2250.77856445313
Männer,49. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2250.77856445313
Männer,49. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2250.77856445313
Männer,49. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2250.77856445313
Männer,50. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2268.69995117188
Männer,50. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2268.69995117188
Männer,50. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2268.69995117188
Männer,50. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2268.69995117188
Männer,50. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2268.69995117188
Männer,51. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2286.24731445313
Männer,51. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2286.24731445313
Männer,51. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2286.24731445313
Männer,51. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2286.24731445313
Männer,51. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2286.24731445313
Männer,52. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2304.77172851563
Männer,52. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2304.77172851563
Männer,52. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2304.77172851563
Männer,52. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2304.77172851563
Männer,52. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2304.77172851563
Männer,53. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2322.39233398438
Männer,53. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2322.39233398438
Männer,53. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2322.39233398438
Männer,53. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2322.39233398438
Männer,53. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2322.39233398438
Männer,54. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2340.5703125
Männer,54. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2340.5703125
Männer,54. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2340.5703125
Männer,54. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2340.5703125
Männer,54. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2340.5703125
Männer,55. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2359.33129882813
Männer,55. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2359.33129882813
Männer,55. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2359.33129882813
Männer,55. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2359.33129882813
Männer,55. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2359.33129882813
Männer,56. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2377.41821289063
Männer,56. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2377.41821289063
Männer,56. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2377.41821289063
Männer,56. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2377.41821289063
Männer,56. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2377.41821289063
Männer,57. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2395.89038085938
Männer,57. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2395.89038085938
Männer,57. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2395.89038085938
Männer,57. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2395.89038085938
Männer,57. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2395.89038085938
Männer,58. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2414.96557617188
Männer,58. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2414.96557617188
Männer,58. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2414.96557617188
Männer,58. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2414.96557617188
Männer,58. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2414.96557617188
Männer,59. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2433.63891601563
Männer,59. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2433.63891601563
Männer,59. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2433.63891601563
Männer,59. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2433.63891601563
Männer,59. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2433.63891601563
Männer,60. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2454.201171875
Männer,60. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2454.201171875
Männer,60. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2454.201171875
Männer,60. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2454.201171875
Männer,60. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2454.201171875
Männer,61. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2474.05859375
Männer,61. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2474.05859375
Männer,61. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2474.05859375
Männer,61. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2474.05859375
Männer,61. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2474.05859375
Männer,62. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2493.81982421875
Männer,62. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2493.81982421875
Männer,62. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2493.81982421875
Männer,62. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2493.81982421875
Männer,62. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2493.81982421875
Männer,63. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2514.28686523438
Männer,63. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2514.28686523438
Männer,63. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2514.28686523438
Männer,63. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2514.28686523438
Männer,63. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2514.28686523438
Männer,64. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2535.04028320313
Männer,64. Dezil,"Szenario 2
(Arbeitslosigkeit)",1777,Status quo,2535.04028320313
Männer,64. Dezil,"Szenario 3
(GPG/Männer)",1777,Status quo,2535.04028320313
Männer,64. Dezil,"Szenario 4
(GPG/Frau)",1777,Status quo,2535.04028320313
Männer,64. Dezil,"Szenario 5
(Beste 15 Jahre)",1777,Status quo,2535.04028320313
Männer,65. Dezil,"Szenario 1
(Kindererziehung)",1776,Status quo,2556.03930664063
Männer,65. Dezil,"Szenario 2
(Arbeitslosigkeit)",1776,Status quo,2556.03930664063
Männer,65. Dezil,"Szenario 3
(GPG/Männer)",1776,Status quo,2556.03930664063
Männer,65. Dezil,"Szenario 4
(GPG/Frau)",1776,Status quo,2556.03930664063
Männer,65. Dezil,"Szenario 5
(Beste 15 Jahre)",1776,Status quo,2556.03930664063
Männer,66. Dezil,"Szenario 1
(Kindererziehung)",1777,Status quo,2577.84423828125
